            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458899.500000000, A.D. 2020-Feb-20 00:00:00.0000, -2.148137503656756E+07, -4.237177073897300E+08, -1.933106231671453E+06,  1.297547282931751E+01,  1.027341720101218E+01,  7.993876228171333E-01,  1.415200000062912E+03,  4.242662865804606E+08, -1.092074772222317E+01,
2458900.500000000, A.D. 2020-Feb-21 00:00:00.0000, -2.036016063546437E+07, -4.228273482707964E+08, -1.864026765125811E+06,  1.297853960533259E+01,  1.033679588737369E+01,  7.996726946796930E-01,  1.412048077464359E+03,  4.233213639572144E+08, -1.095247287738549E+01,
2458901.500000000, A.D. 2020-Feb-22 00:00:00.0000, -1.923868767796939E+07, -4.219315006799502E+08, -1.794923035068691E+06,  1.298145758839715E+01,  1.040046556215266E+01,  7.999492582137235E-01,  1.408887001546164E+03,  4.223736972377744E+08, -1.098426850026097E+01,
2458902.500000000, A.D. 2020-Feb-23 00:00:00.0000, -1.811696910909885E+07, -4.210301393716882E+08, -1.725795781823665E+06,  1.298422470535609E+01,  1.046442863947381E+01,  8.002171926091433E-01,  1.405716751971410E+03,  4.214232803252851E+08, -1.101613478564222E+01,
2458903.500000000, A.D. 2020-Feb-24 00:00:00.0000, -1.699501805452972E+07, -4.201232388908029E+08, -1.656645756243140E+06,  1.298683884728441E+01,  1.052868755955477E+01,  8.004763749433432E-01,  1.402537308347635E+03,  4.204701071062415E+08, -1.104807192413818E+01,
2458904.500000000, A.D. 2020-Feb-25 00:00:00.0000, -1.587284782372116E+07, -4.192107735701123E+08, -1.587473719892949E+06,  1.298929786876855E+01,  1.059324478903085E+01,  8.007266801384909E-01,  1.399348650228073E+03,  4.195141714508561E+08, -1.108008010199289E+01,
2458905.500000000, A.D. 2020-Feb-26 00:00:00.0000, -1.475047191309883E+07, -4.182927175281645E+08, -1.518280445240229E+06,  1.299159958717026E+01,  1.065810282128371E+01,  8.009679809178940E-01,  1.396150757112930E+03,  4.185554672134463E+08, -1.111215950089831E+01,
2458906.500000000, A.D. 2020-Feb-27 00:00:00.0000, -1.362790400930346E+07, -4.173690446669116E+08, -1.449066715845466E+06,  1.299374178187395E+01,  1.072326417677336E+01,  8.012001477612656E-01,  1.392943608450730E+03,  4.175939882328339E+08, -1.114431029780043E+01,
2458907.500000000, A.D. 2020-Feb-28 00:00:00.0000, -1.250515799250520E+07, -4.164397286693566E+08, -1.379833326558292E+06,  1.299572219351760E+01,  1.078873140337380E+01,  8.014230488587963E-01,  1.389727183639708E+03,  4.166297283327655E+08, -1.117653266469867E+01,
2458908.500000000, A.D. 2020-Feb-29 00:00:00.0000, -1.138224793978520E+07, -4.155047429971695E+08, -1.310581083717257E+06,  1.299753852320610E+01,  1.085450707671258E+01,  8.016365500641340E-01,  1.386501462029268E+03,  4.156626813223477E+08, -1.120882676843882E+01,
2458909.500000000, A.D. 2020-Mar-01 00:00:00.0000, -1.025918812858593E+07, -4.145640608882747E+08, -1.241310805353820E+06,  1.299918843170506E+01,  1.092059380051474E+01,  8.018405148463708E-01,  1.383266422921494E+03,  4.146928409965023E+08, -1.124119277049944E+01,
2458910.500000000, A.D. 2020-Mar-02 00:00:00.0000, -9.135993040232023E+06, -4.136176553544083E+08, -1.172023321400583E+06,  1.300066953861410E+01,  1.098699420695083E+01,  8.020348042410510E-01,  1.380022045572736E+03,  4.137202011364385E+08, -1.127363082677123E+01,
2458911.500000000, A.D. 2020-Mar-03 00:00:00.0000, -8.012677363523520E+06, -4.126654991786459E+08, -1.102719473903388E+06,  1.300197942152074E+01,  1.105371095698836E+01,  8.022192767999794E-01,  1.376768309195247E+03,  4.127447555101470E+08, -1.130614108732880E+01,
2458912.500000000, A.D. 2020-Mar-04 00:00:00.0000, -6.889255998402708E+06, -4.117075649128980E+08, -1.033400117238671E+06,  1.300311561514088E+01,  1.112074674074610E+01,  8.023937885391135E-01,  1.373505192958893E+03,  4.117664978729109E+08, -1.133872369619379E+01,
2458913.500000000, A.D. 2020-Mar-05 00:00:00.0000, -5.765744059696327E+06, -4.107438248753772E+08, -9.640661183342338E+05,  1.300407561042827E+01,  1.118810427785518E+01,  8.025581928864534E-01,  1.370232675992939E+03,  4.107854219678407E+08, -1.137137879109285E+01,
2458914.500000000, A.D. 2020-Mar-06 00:00:00.0000, -4.642156880935825E+06, -4.097742511480314E+08, -8.947183568955362E+05,  1.300485685367081E+01,  1.125578631782107E+01,  8.027123406276577E-01,  1.366950737387889E+03,  4.098015215264277E+08, -1.140410650320467E+01,
2458915.500000000, A.D. 2020-Mar-07 00:00:00.0000, -3.518510018256255E+06, -4.087988155739480E+08, -8.253577256364226E+05,  1.300545674556178E+01,  1.132379564039118E+01,  8.028560798508542E-01,  1.363659356197421E+03,  4.088147902691225E+08, -1.143690695690036E+01,
2458916.500000000, A.D. 2020-Mar-08 00:00:00.0000, -2.394819254376587E+06, -4.078174897547241E+08, -7.559851305143535E+05,  1.300587264024958E+01,  1.139213505592584E+01,  8.029892558899672E-01,  1.360358511440380E+03,  4.078252219059326E+08, -1.146978026947450E+01,
2458917.500000000, A.D. 2020-Mar-09 00:00:00.0000, -1.271100602663052E+06, -4.068302450478060E+08, -6.866014909709394E+05,  1.300610184436465E+01,  1.146080740577318E+01,  8.031117112667054E-01,  1.357048182102860E+03,  4.068328101370480E+08, -1.150272655086749E+01,
2458918.500000000, A.D. 2020-Mar-10 00:00:00.0000, -1.473703112775835E+05, -4.058370525637947E+08, -6.172077401777506E+05,  1.300614161602277E+01,  1.152981556264788E+01,  8.032232856311428E-01,  1.353728347140364E+03,  4.058375486534870E+08, -1.153574590337852E+01,
2458919.500000000, A.D. 2020-Mar-11 00:00:00.0000,  9.763551325865984E+05, -4.048378831637203E+08, -5.478048252867162E+05,  1.300598916380447E+01,  1.159916243101364E+01,  8.033238157008524E-01,  1.350398985480050E+03,  4.048394311377704E+08, -1.156883842136893E+01,
2458920.500000000, A.D. 2020-Mar-12 00:00:00.0000,  2.100058998380159E+06, -4.038327074562818E+08, -4.783937076861858E+05,  1.300564164570934E+01,  1.166885094746972E+01,  8.034131351985661E-01,  1.347060076023061E+03,  4.038384512646203E+08, -1.160200419095591E+01,
2458921.500000000, A.D. 2020-Mar-13 00:00:00.0000,  3.223724307781378E+06, -4.028214957950535E+08, -4.089753632627428E+05,  1.300509616808522E+01,  1.173888408114081E+01,  8.034910747882789E-01,  1.343711597646947E+03,  4.028346027016853E+08, -1.163524328969561E+01,
2458922.500000000, A.D. 2020-Mar-14 00:00:00.0000,  4.347333830186227E+06, -4.018042182756580E+08, -3.395507826679349E+05,  1.300434978453128E+01,  1.180926483407095E+01,  8.035574620098140E-01,  1.340353529208179E+03,  4.018278791102948E+08, -1.166855578625592E+01,
2458923.500000000, A.D. 2020-Mar-15 00:00:00.0000,  5.470870078102540E+06, -4.007808447329051E+08, -2.701209715913236E+05,  1.300339949477378E+01,  1.187999624162108E+01,  8.036121212117902E-01,  1.336985849544760E+03,  4.008182741462417E+08, -1.170194174007823E+01,
2458924.500000000, A.D. 2020-Mar-16 00:00:00.0000,  6.594315302445843E+06, -3.997513447378961E+08, -2.006869510389566E+05,  1.300224224351472E+01,  1.195108137287005E+01,  8.036548734829028E-01,  1.333608537478933E+03,  3.998057814605945E+08, -1.173540120102789E+01,
2458925.500000000, A.D. 2020-Mar-17 00:00:00.0000,  7.717651487734492E+06, -3.987156875950917E+08, -1.312497576183677E+05,  1.300087491925198E+01,  1.202252333101926E+01,  8.036855365815097E-01,  1.330221571819993E+03,  3.987903947005392E+08, -1.176893420903273E+01,
